account_id,employee_id,platform,username,account_status
AW0012,EMP0012,AWS,user12.aws,Active
OK0012,EMP0012,Okta,user12@corp.com,Active
SA0012,EMP0012,Salesforce,sf_user12,Active
AD0013,EMP0013,AD,user13.ad,Active
AW0013,EMP0013,AWS,user13.aws,Active
OK0013,EMP0013,Okta,user13@corp.com,Active
SA0013,EMP0013,Salesforce,sf_user13,Active
AD0014,EMP0014,AD,user14.ad,Active
AW0014,EMP0014,AWS,user14.aws,Active
OK0014,EMP0014,Okta,user14@corp.com,Active
SA0014,EMP0014,Salesforce,sf_user14,Active
AD0015,EMP0015,AD,user15.ad,Active
AW0015,EMP0015,AWS,user15.aws,Active
OK0015,EMP0015,Okta,user15@corp.com,Active
SA0015,EMP0015,Salesforce,sf_user15,Active
AD0016,EMP0016,AD,user16.ad,Active
AW0016,EMP0016,AWS,user16.aws,Active
OK0016,EMP0016,Okta,user16@corp.com,Active
SA0016,EMP0016,Salesforce,sf_user16,Active
AD0017,EMP0017,AD,user17.ad,Active
AW0017,EMP0017,AWS,user17.aws,Active
OK0017,EMP0017,Okta,user17@corp.com,Active
SA0017,EMP0017,Salesforce,sf_user17,Active
AD0018,EMP0018,AD,user18.ad,Active
AW0018,EMP0018,AWS,user18.aws,Active
OK0018,EMP0018,Okta,user18@corp.com,Active
SA0018,EMP0018,Salesforce,sf_user18,Active
AD0019,EMP0019,AD,user19.ad,Disabled
AW0019,EMP0019,AWS,user19.aws,Disabled
OK0019,EMP0019,Okta,user19@corp.com,Disabled
SA0019,EMP0019,Salesforce,sf_user19,Disabled
AD0020,EMP0020,AD,user20.ad,Active
AW0020,EMP0020,AWS,user20.aws,Active
OK0020,EMP0020,Okta,user20@corp.com,Active
SA0020,EMP0020,Salesforce,sf_user20,Active
AD0021,EMP0021,AD,user21.ad,Active
AW0021,EMP0021,AWS,user21.aws,Active
OK0021,EMP0021,Okta,user21@corp.com,Active
SA0021,EMP0021,Salesforce,sf_user21,Active
AD0022,EMP0022,AD,user22.ad,Active
AW0022,EMP0022,AWS,user22.aws,Active
OK0022,EMP0022,Okta,user22@corp.com,Active
SA0022,EMP0022,Salesforce,sf_user22,Disabled
AD0023,EMP0023,AD,user23.ad,Active
AW0023,EMP0023,AWS,user23.aws,Active
OK0023,EMP0023,Okta,user23@corp.com,Active
SA0023,EMP0023,Salesforce,sf_user23,Active
AD0024,EMP0024,AD,user24.ad,Active
AW0024,EMP0024,AWS,user24.aws,Active
OK0024,EMP0024,Okta,user24@corp.com,Active
SA0024,EMP0024,Salesforce,sf_user24,Active
AD0025,EMP0025,AD,user25.ad,Active
AW0025,EMP0025,AWS,user25.aws,Active
OK0025,EMP0025,Okta,user25@corp.com,Active
SA0025,EMP0025,Salesforce,sf_user25,Active
AD0026,EMP0026,AD,user26.ad,Active
AW0026,EMP0026,AWS,user26.aws,Active
OK0026,EMP0026,Okta,user26@corp.com,Active
SA0026,EMP0026,Salesforce,sf_user26,Active
AD0027,EMP0027,AD,user27.ad,Disabled
AW0027,EMP0027,AWS,user27.aws,Active
OK0027,EMP0027,Okta,user27@corp.com,Active
SA0027,EMP0027,Salesforce,sf_user27,Active
AD0028,EMP0028,AD,user28.ad,Active
AW0028,EMP0028,AWS,user28.aws,Active
OK0028,EMP0028,Okta,user28@corp.com,Active
SA0028,EMP0028,Salesforce,sf_user28,Active
AD0029,EMP0029,AD,user29.ad,Active
AW0029,EMP0029,AWS,user29.aws,Active
OK0029,EMP0029,Okta,user29@corp.com,Active
SA0029,EMP0029,Salesforce,sf_user29,Active
AD0030,EMP0030,AD,user30.ad,Active
AW0030,EMP0030,AWS,user30.aws,Active
OK0030,EMP0030,Okta,user30@corp.com,Active
SA0030,EMP0030,Salesforce,sf_user30,Active
AD0031,EMP0031,AD,user31.ad,Active
AW0031,EMP0031,AWS,user31.aws,Active
OK0031,EMP0031,Okta,user31@corp.com,Active
SA0031,EMP0031,Salesforce,sf_user31,Active
AD0032,EMP0032,AD,user32.ad,Active
AW0032,EMP0032,AWS,user32.aws,Active
OK0032,EMP0032,Okta,user32@corp.com,Active
SA0032,EMP0032,Salesforce,sf_user32,Active
AD0033,EMP0033,AD,user33.ad,Disabled
AW0033,EMP0033,AWS,user33.aws,Active
OK0033,EMP0033,Okta,user33@corp.com,Active
SA0033,EMP0033,Salesforce,sf_user33,Active
AD0034,EMP0034,AD,user34.ad,Active
AW0034,EMP0034,AWS,user34.aws,Active
OK0034,EMP0034,Okta,user34@corp.com,Active
SA0034,EMP0034,Salesforce,sf_user34,Active
AD0035,EMP0035,AD,user35.ad,Active
AW0035,EMP0035,AWS,user35.aws,Active
OK0035,EMP0035,Okta,user35@corp.com,Active
SA0035,EMP0035,Salesforce,sf_user35,Active
AD0036,EMP0036,AD,user36.ad,Active
AW0036,EMP0036,AWS,user36.aws,Active
OK0036,EMP0036,Okta,user36@corp.com,Active
SA0036,EMP0036,Salesforce,sf_user36,Active
AD0037,EMP0037,AD,user37.ad,Active
AW0037,EMP0037,AWS,user37.aws,Active
OK0037,EMP0037,Okta,user37@corp.com,Active
SA0037,EMP0037,Salesforce,sf_user37,Active
AD0038,EMP0038,AD,user38.ad,Disabled
AW0038,EMP0038,AWS,user38.aws,Active
OK0038,EMP0038,Okta,user38@corp.com,Active
SA0038,EMP0038,Salesforce,sf_user38,Active
AD0039,EMP0039,AD,user39.ad,Disabled
AW0039,EMP0039,AWS,user39.aws,Active
OK0039,EMP0039,Okta,user39@corp.com,Active
SA0039,EMP0039,Salesforce,sf_user39,Active
AD0040,EMP0040,AD,user40.ad,Active
AW0040,EMP0040,AWS,user40.aws,Active
OK0040,EMP0040,Okta,user40@corp.com,Active
SA0040,EMP0040,Salesforce,sf_user40,Active
AD0041,EMP0041,AD,user41.ad,Active
AW0041,EMP0041,AWS,user41.aws,Active
OK0041,EMP0041,Okta,user41@corp.com,Active
SA0041,EMP0041,Salesforce,sf_user41,Active
AD0042,EMP0042,AD,user42.ad,Active
AW0042,EMP0042,AWS,user42.aws,Active
OK0042,EMP0042,Okta,user42@corp.com,Active
SA0042,EMP0042,Salesforce,sf_user42,Active
AD0043,EMP0043,AD,user43.ad,Active
AW0043,EMP0043,AWS,user43.aws,Active
OK0043,EMP0043,Okta,user43@corp.com,Active
SA0043,EMP0043,Salesforce,sf_user43,Active
AD0044,EMP0044,AD,user44.ad,Active
AW0044,EMP0044,AWS,user44.aws,Active
OK0044,EMP0044,Okta,user44@corp.com,Active
SA0044,EMP0044,Salesforce,sf_user44,Disabled
AD0045,EMP0045,AD,user45.ad,Active
AW0045,EMP0045,AWS,user45.aws,Active
OK0045,EMP0045,Okta,user45@corp.com,Active
SA0045,EMP0045,Salesforce,sf_user45,Active
AD0046,EMP0046,AD,user46.ad,Active
AW0046,EMP0046,AWS,user46.aws,Active
OK0046,EMP0046,Okta,user46@corp.com,Active
SA0046,EMP0046,Salesforce,sf_user46,Active
AD0047,EMP0047,AD,user47.ad,Disabled
AW0047,EMP0047,AWS,user47.aws,Active
OK0047,EMP0047,Okta,user47@corp.com,Active
SA0047,EMP0047,Salesforce,sf_user47,Active
AD0048,EMP0048,AD,user48.ad,Active
AW0048,EMP0048,AWS,user48.aws,Active
OK0048,EMP0048,Okta,user48@corp.com,Active
SA0048,EMP0048,Salesforce,sf_user48,Active
AD0049,EMP0049,AD,user49.ad,Active
AW0049,EMP0049,AWS,user49.aws,Active
OK0049,EMP0049,Okta,user49@corp.com,Active
SA0049,EMP0049,Salesforce,sf_user49,Active
AD0050,EMP0050,AD,user50.ad,Disabled
AW0050,EMP0050,AWS,user50.aws,Active
OK0050,EMP0050,Okta,user50@corp.com,Active
SA0050,EMP0050,Salesforce,sf_user50,Active
AD0051,EMP0051,AD,user51.ad,Disabled
AW0051,EMP0051,AWS,user51.aws,Active
OK0051,EMP0051,Okta,user51@corp.com,Active
SA0051,EMP0051,Salesforce,sf_user51,Active
AD0052,EMP0052,AD,user52.ad,Active
AW0052,EMP0052,AWS,user52.aws,Active
OK0052,EMP0052,Okta,user52@corp.com,Active
SA0052,EMP0052,Salesforce,sf_user52,Active
AD0053,EMP0053,AD,user53.ad,Disabled
AW0053,EMP0053,AWS,user53.aws,Active
OK0053,EMP0053,Okta,user53@corp.com,Active
SA0053,EMP0053,Salesforce,sf_user53,Active
AD0054,EMP0054,AD,user54.ad,Active
AW0054,EMP0054,AWS,user54.aws,Active
OK0054,EMP0054,Okta,user54@corp.com,Active
SA0054,EMP0054,Salesforce,sf_user54,Active
AD0055,EMP0055,AD,user55.ad,Active
AW0055,EMP0055,AWS,user55.aws,Active
OK0055,EMP0055,Okta,user55@corp.com,Active
SA0055,EMP0055,Salesforce,sf_user55,Active
AD0056,EMP0056,AD,user56.ad,Active
AW0056,EMP0056,AWS,user56.aws,Active
OK0056,EMP0056,Okta,user56@corp.com,Active
SA0056,EMP0056,Salesforce,sf_user56,Active
AD0057,EMP0057,AD,user57.ad,Disabled
AW0057,EMP0057,AWS,user57.aws,Disabled
OK0057,EMP0057,Okta,user57@corp.com,Disabled
SA0057,EMP0057,Salesforce,sf_user57,Disabled
AD0058,EMP0058,AD,user58.ad,Active
AW0058,EMP0058,AWS,user58.aws,Active
OK0058,EMP0058,Okta,user58@corp.com,Active
SA0058,EMP0058,Salesforce,sf_user58,Active
AD0059,EMP0059,AD,user59.ad,Active
AW0059,EMP0059,AWS,user59.aws,Active
OK0059,EMP0059,Okta,user59@corp.com,Active
SA0059,EMP0059,Salesforce,sf_user59,Active
AD0060,EMP0060,AD,user60.ad,Active
AW0060,EMP0060,AWS,user60.aws,Active
OK0060,EMP0060,Okta,user60@corp.com,Active
SA0060,EMP0060,Salesforce,sf_user60,Active
AD0061,EMP0061,AD,user61.ad,Active
AW0061,EMP0061,AWS,user61.aws,Active
OK0061,EMP0061,Okta,user61@corp.com,Active
SA0061,EMP0061,Salesforce,sf_user61,Active
AD0062,EMP0062,AD,user62.ad,Active
AW0062,EMP0062,AWS,user62.aws,Active
OK0062,EMP0062,Okta,user62@corp.com,Active
SA0062,EMP0062,Salesforce,sf_user62,Active
AD0063,EMP0063,AD,user63.ad,Active
AW0063,EMP0063,AWS,user63.aws,Active
OK0063,EMP0063,Okta,user63@corp.com,Active
SA0063,EMP0063,Salesforce,sf_user63,Active
AD0064,EMP0064,AD,user64.ad,Active
AW0064,EMP0064,AWS,user64.aws,Active
OK0064,EMP0064,Okta,user64@corp.com,Active
SA0064,EMP0064,Salesforce,sf_user64,Active
AD0065,EMP0065,AD,user65.ad,Active
AW0065,EMP0065,AWS,user65.aws,Active
OK0065,EMP0065,Okta,user65@corp.com,Active
SA0065,EMP0065,Salesforce,sf_user65,Active
AD0066,EMP0066,AD,user66.ad,Active
AW0066,EMP0066,AWS,user66.aws,Active
OK0066,EMP0066,Okta,user66@corp.com,Active
SA0066,EMP0066,Salesforce,sf_user66,Active
AD0067,EMP0067,AD,user67.ad,Active
AW0067,EMP0067,AWS,user67.aws,Active
OK0067,EMP0067,Okta,user67@corp.com,Active
SA0067,EMP0067,Salesforce,sf_user67,Active
AD0068,EMP0068,AD,user68.ad,Active
AW0068,EMP0068,AWS,user68.aws,Active
OK0068,EMP0068,Okta,user68@corp.com,Active
SA0068,EMP0068,Salesforce,sf_user68,Active
AD0069,EMP0069,AD,user69.ad,Active
AW0069,EMP0069,AWS,user69.aws,Active
OK0069,EMP0069,Okta,user69@corp.com,Active
SA0069,EMP0069,Salesforce,sf_user69,Active
AD0070,EMP0070,AD,user70.ad,Disabled
AW0070,EMP0070,AWS,user70.aws,Active
OK0070,EMP0070,Okta,user70@corp.com,Active
SA0070,EMP0070,Salesforce,sf_user70,Active
AD0071,EMP0071,AD,user71.ad,Active
AW0071,EMP0071,AWS,user71.aws,Active
OK0071,EMP0071,Okta,user71@corp.com,Active
SA0071,EMP0071,Salesforce,sf_user71,Active
AD0072,EMP0072,AD,user72.ad,Active
AW0072,EMP0072,AWS,user72.aws,Active
OK0072,EMP0072,Okta,user72@corp.com,Active
SA0072,EMP0072,Salesforce,sf_user72,Active
AD0073,EMP0073,AD,user73.ad,Active
AW0073,EMP0073,AWS,user73.aws,Active
OK0073,EMP0073,Okta,user73@corp.com,Active
SA0073,EMP0073,Salesforce,sf_user73,Active
AD0074,EMP0074,AD,user74.ad,Active
AW0074,EMP0074,AWS,user74.aws,Active
OK0074,EMP0074,Okta,user74@corp.com,Active
SA0074,EMP0074,Salesforce,sf_user74,Active
AD0075,EMP0075,AD,user75.ad,Active
AW0075,EMP0075,AWS,user75.aws,Active
OK0075,EMP0075,Okta,user75@corp.com,Active
SA0075,EMP0075,Salesforce,sf_user75,Active
AD0076,EMP0076,AD,user76.ad,Disabled
AW0076,EMP0076,AWS,user76.aws,Disabled
OK0076,EMP0076,Okta,user76@corp.com,Disabled
SA0076,EMP0076,Salesforce,sf_user76,Disabled
AD0077,EMP0077,AD,user77.ad,Active
AW0077,EMP0077,AWS,user77.aws,Active
OK0077,EMP0077,Okta,user77@corp.com,Active
SA0077,EMP0077,Salesforce,sf_user77,Disabled
AD0078,EMP0078,AD,user78.ad,Active
AW0078,EMP0078,AWS,user78.aws,Active
OK0078,EMP0078,Okta,user78@corp.com,Active
SA0078,EMP0078,Salesforce,sf_user78,Active
AD0079,EMP0079,AD,user79.ad,Disabled
AW0079,EMP0079,AWS,user79.aws,Active
OK0079,EMP0079,Okta,user79@corp.com,Active
SA0079,EMP0079,Salesforce,sf_user79,Active
AD0080,EMP0080,AD,user80.ad,Active
AW0080,EMP0080,AWS,user80.aws,Active
OK0080,EMP0080,Okta,user80@corp.com,Active
SA0080,EMP0080,Salesforce,sf_user80,Active
AD0081,EMP0081,AD,user81.ad,Active
AW0081,EMP0081,AWS,user81.aws,Active
OK0081,EMP0081,Okta,user81@corp.com,Active
SA0081,EMP0081,Salesforce,sf_user81,Active
AD0082,EMP0082,AD,user82.ad,Active
AW0082,EMP0082,AWS,user82.aws,Active
OK0082,EMP0082,Okta,user82@corp.com,Active
SA0082,EMP0082,Salesforce,sf_user82,Active
AD0083,EMP0083,AD,user83.ad,Active
AW0083,EMP0083,AWS,user83.aws,Active
OK0083,EMP0083,Okta,user83@corp.com,Active
SA0083,EMP0083,Salesforce,sf_user83,Active
AD0084,EMP0084,AD,user84.ad,Active
AW0084,EMP0084,AWS,user84.aws,Active
OK0084,EMP0084,Okta,user84@corp.com,Active
SA0084,EMP0084,Salesforce,sf_user84,Active
AD0085,EMP0085,AD,user85.ad,Active
AW0085,EMP0085,AWS,user85.aws,Active
OK0085,EMP0085,Okta,user85@corp.com,Active
SA0085,EMP0085,Salesforce,sf_user85,Active
AD0086,EMP0086,AD,user86.ad,Disabled
AW0086,EMP0086,AWS,user86.aws,Active
OK0086,EMP0086,Okta,user86@corp.com,Active
SA0086,EMP0086,Salesforce,sf_user86,Active
AD0087,EMP0087,AD,user87.ad,Disabled
AW0087,EMP0087,AWS,user87.aws,Active
OK0087,EMP0087,Okta,user87@corp.com,Active
SA0087,EMP0087,Salesforce,sf_user87,Active
AD0088,EMP0088,AD,user88.ad,Active
AW0088,EMP0088,AWS,user88.aws,Active
OK0088,EMP0088,Okta,user88@corp.com,Active
SA0088,EMP0088,Salesforce,sf_user88,Active
AD0089,EMP0089,AD,user89.ad,Active
AW0089,EMP0089,AWS,user89.aws,Active
OK0089,EMP0089,Okta,user89@corp.com,Active
SA0089,EMP0089,Salesforce,sf_user89,Active
AD0090,EMP0090,AD,user90.ad,Disabled
AW0090,EMP0090,AWS,user90.aws,Active
OK0090,EMP0090,Okta,user90@corp.com,Active
SA0090,EMP0090,Salesforce,sf_user90,Active
AD0091,EMP0091,AD,user91.ad,Active
AW0091,EMP0091,AWS,user91.aws,Active
OK0091,EMP0091,Okta,user91@corp.com,Active
SA0091,EMP0091,Salesforce,sf_user91,Active
AD0092,EMP0092,AD,user92.ad,Disabled
AW0092,EMP0092,AWS,user92.aws,Active
OK0092,EMP0092,Okta,user92@corp.com,Active
SA0092,EMP0092,Salesforce,sf_user92,Active
AD0093,EMP0093,AD,user93.ad,Active
AW0093,EMP0093,AWS,user93.aws,Active
OK0093,EMP0093,Okta,user93@corp.com,Active
SA0093,EMP0093,Salesforce,sf_user93,Active
AD0094,EMP0094,AD,user94.ad,Active
AW0094,EMP0094,AWS,user94.aws,Active
OK0094,EMP0094,Okta,user94@corp.com,Active
SA0094,EMP0094,Salesforce,sf_user94,Active
AD0095,EMP0095,AD,user95.ad,Disabled
AW0095,EMP0095,AWS,user95.aws,Disabled
OK0095,EMP0095,Okta,user95@corp.com,Disabled
SA0095,EMP0095,Salesforce,sf_user95,Disabled
AD0096,EMP0096,AD,user96.ad,Disabled
AW0096,EMP0096,AWS,user96.aws,Active
OK0096,EMP0096,Okta,user96@corp.com,Active
SA0096,EMP0096,Salesforce,sf_user96,Active
AD0097,EMP0097,AD,user97.ad,Active
AW0097,EMP0097,AWS,user97.aws,Active
OK0097,EMP0097,Okta,user97@corp.com,Active
SA0097,EMP0097,Salesforce,sf_user97,Active
AD0098,EMP0098,AD,user98.ad,Active
AW0098,EMP0098,AWS,user98.aws,Active
OK0098,EMP0098,Okta,user98@corp.com,Active
SA0098,EMP0098,Salesforce,sf_user98,Active
AD0099,EMP0099,AD,user99.ad,Active
AW0099,EMP0099,AWS,user99.aws,Active
OK0099,EMP0099,Okta,user99@corp.com,Active
SA0099,EMP0099,Salesforce,sf_user99,Disabled
AD0100,EMP0100,AD,user100.ad,Active
AW0100,EMP0100,AWS,user100.aws,Active
OK0100,EMP0100,Okta,user100@corp.com,Active
SA0100,EMP0100,Salesforce,sf_user100,Active
AD0101,EMP0101,AD,user101.ad,Active
AW0101,EMP0101,AWS,user101.aws,Active
OK0101,EMP0101,Okta,user101@corp.com,Active
SA0101,EMP0101,Salesforce,sf_user101,Active
AD0102,EMP0102,AD,user102.ad,Active
AW0102,EMP0102,AWS,user102.aws,Active
OK0102,EMP0102,Okta,user102@corp.com,Active
SA0102,EMP0102,Salesforce,sf_user102,Active
AD0103,EMP0103,AD,user103.ad,Active
AW0103,EMP0103,AWS,user103.aws,Active
OK0103,EMP0103,Okta,user103@corp.com,Active
SA0103,EMP0103,Salesforce,sf_user103,Active
AD0104,EMP0104,AD,user104.ad,Active
AW0104,EMP0104,AWS,user104.aws,Active
OK0104,EMP0104,Okta,user104@corp.com,Active
SA0104,EMP0104,Salesforce,sf_user104,Active
AD0105,EMP0105,AD,user105.ad,Active
AW0105,EMP0105,AWS,user105.aws,Active
OK0105,EMP0105,Okta,user105@corp.com,Active
SA0105,EMP0105,Salesforce,sf_user105,Active
AD0106,EMP0106,AD,user106.ad,Active
AW0106,EMP0106,AWS,user106.aws,Active
OK0106,EMP0106,Okta,user106@corp.com,Active
SA0106,EMP0106,Salesforce,sf_user106,Active
AD0107,EMP0107,AD,user107.ad,Active
AW0107,EMP0107,AWS,user107.aws,Active
OK0107,EMP0107,Okta,user107@corp.com,Active
SA0107,EMP0107,Salesforce,sf_user107,Active
AD0108,EMP0108,AD,user108.ad,Active
AW0108,EMP0108,AWS,user108.aws,Active
OK0108,EMP0108,Okta,user108@corp.com,Active
SA0108,EMP0108,Salesforce,sf_user108,Active
AD0109,EMP0109,AD,user109.ad,Active
AW0109,EMP0109,AWS,user109.aws,Active
OK0109,EMP0109,Okta,user109@corp.com,Active
SA0109,EMP0109,Salesforce,sf_user109,Active
AD0110,EMP0110,AD,user110.ad,Active
AW0110,EMP0110,AWS,user110.aws,Active
OK0110,EMP0110,Okta,user110@corp.com,Active
SA0110,EMP0110,Salesforce,sf_user110,Disabled
AD0111,EMP0111,AD,user111.ad,Active
AW0111,EMP0111,AWS,user111.aws,Active
OK0111,EMP0111,Okta,user111@corp.com,Active
SA0111,EMP0111,Salesforce,sf_user111,Active
AD0112,EMP0112,AD,user112.ad,Disabled
AW0112,EMP0112,AWS,user112.aws,Active
OK0112,EMP0112,Okta,user112@corp.com,Active
SA0112,EMP0112,Salesforce,sf_user112,Active
AD0113,EMP0113,AD,user113.ad,Active
AW0113,EMP0113,AWS,user113.aws,Active
OK0113,EMP0113,Okta,user113@corp.com,Active
SA0113,EMP0113,Salesforce,sf_user113,Active
AD0114,EMP0114,AD,user114.ad,Disabled
AW0114,EMP0114,AWS,user114.aws,Active
OK0114,EMP0114,Okta,user114@corp.com,Active
SA0114,EMP0114,Salesforce,sf_user114,Active
AD0115,EMP0115,AD,user115.ad,Active
AW0115,EMP0115,AWS,user115.aws,Active
OK0115,EMP0115,Okta,user115@corp.com,Active
SA0115,EMP0115,Salesforce,sf_user115,Active
AD0116,EMP0116,AD,user116.ad,Active
AW0116,EMP0116,AWS,user116.aws,Active
OK0116,EMP0116,Okta,user116@corp.com,Active
SA0116,EMP0116,Salesforce,sf_user116,Active
AD0117,EMP0117,AD,user117.ad,Active
AW0117,EMP0117,AWS,user117.aws,Active
OK0117,EMP0117,Okta,user117@corp.com,Active
SA0117,EMP0117,Salesforce,sf_user117,Active
AD0118,EMP0118,AD,user118.ad,Active
AW0118,EMP0118,AWS,user118.aws,Active
OK0118,EMP0118,Okta,user118@corp.com,Active
SA0118,EMP0118,Salesforce,sf_user118,Active
AD0119,EMP0119,AD,user119.ad,Active
AW0119,EMP0119,AWS,user119.aws,Active
OK0119,EMP0119,Okta,user119@corp.com,Active
SA0119,EMP0119,Salesforce,sf_user119,Active
AD0120,EMP0120,AD,user120.ad,Active
AW0120,EMP0120,AWS,user120.aws,Active
OK0120,EMP0120,Okta,user120@corp.com,Active
SA0120,EMP0120,Salesforce,sf_user120,Active
AD0121,EMP0121,AD,user121.ad,Active
AW0121,EMP0121,AWS,user121.aws,Active
OK0121,EMP0121,Okta,user121@corp.com,Active
SA0121,EMP0121,Salesforce,sf_user121,Disabled
AD0122,EMP0122,AD,user122.ad,Active
AW0122,EMP0122,AWS,user122.aws,Active
OK0122,EMP0122,Okta,user122@corp.com,Active
SA0122,EMP0122,Salesforce,sf_user122,Active
AD0123,EMP0123,AD,user123.ad,Active
AW0123,EMP0123,AWS,user123.aws,Active
OK0123,EMP0123,Okta,user123@corp.com,Active
SA0123,EMP0123,Salesforce,sf_user123,Active
AD0124,EMP0124,AD,user124.ad,Active
AW0124,EMP0124,AWS,user124.aws,Active
OK0124,EMP0124,Okta,user124@corp.com,Active
SA0124,EMP0124,Salesforce,sf_user124,Active
AD0125,EMP0125,AD,user125.ad,Active
AW0125,EMP0125,AWS,user125.aws,Active
OK0125,EMP0125,Okta,user125@corp.com,Active
SA0125,EMP0125,Salesforce,sf_user125,Active
AD0126,EMP0126,AD,user126.ad,Active
AW0126,EMP0126,AWS,user126.aws,Active
OK0126,EMP0126,Okta,user126@corp.com,Active
SA0126,EMP0126,Salesforce,sf_user126,Active
AD0127,EMP0127,AD,user127.ad,Disabled
AW0127,EMP0127,AWS,user127.aws,Active
OK0127,EMP0127,Okta,user127@corp.com,Active
SA0127,EMP0127,Salesforce,sf_user127,Active
AD0128,EMP0128,AD,user128.ad,Active
AW0128,EMP0128,AWS,user128.aws,Active
OK0128,EMP0128,Okta,user128@corp.com,Active
SA0128,EMP0128,Salesforce,sf_user128,Active
AD0129,EMP0129,AD,user129.ad,Active
AW0129,EMP0129,AWS,user129.aws,Active
OK0129,EMP0129,Okta,user129@corp.com,Active
SA0129,EMP0129,Salesforce,sf_user129,Active
AD0130,EMP0130,AD,user130.ad,Disabled
AW0130,EMP0130,AWS,user130.aws,Active
OK0130,EMP0130,Okta,user130@corp.com,Active
SA0130,EMP0130,Salesforce,sf_user130,Active
AD0131,EMP0131,AD,user131.ad,Disabled
AW0131,EMP0131,AWS,user131.aws,Active
OK0131,EMP0131,Okta,user131@corp.com,Active
SA0131,EMP0131,Salesforce,sf_user131,Active
AD0132,EMP0132,AD,user132.ad,Active
AW0132,EMP0132,AWS,user132.aws,Active
OK0132,EMP0132,Okta,user132@corp.com,Active
SA0132,EMP0132,Salesforce,sf_user132,Disabled
AD0133,EMP0133,AD,user133.ad,Active
AW0133,EMP0133,AWS,user133.aws,Active
OK0133,EMP0133,Okta,user133@corp.com,Active
SA0133,EMP0133,Salesforce,sf_user133,Active
AD0134,EMP0134,AD,user134.ad,Active
AW0134,EMP0134,AWS,user134.aws,Active
OK0134,EMP0134,Okta,user134@corp.com,Active
SA0134,EMP0134,Salesforce,sf_user134,Active
AD0135,EMP0135,AD,user135.ad,Active
AW0135,EMP0135,AWS,user135.aws,Active
OK0135,EMP0135,Okta,user135@corp.com,Active
SA0135,EMP0135,Salesforce,sf_user135,Active
AD0136,EMP0136,AD,user136.ad,Active
AW0136,EMP0136,AWS,user136.aws,Active
OK0136,EMP0136,Okta,user136@corp.com,Active
SA0136,EMP0136,Salesforce,sf_user136,Active
AD0137,EMP0137,AD,user137.ad,Active
AW0137,EMP0137,AWS,user137.aws,Active
OK0137,EMP0137,Okta,user137@corp.com,Active
SA0137,EMP0137,Salesforce,sf_user137,Active
AD0138,EMP0138,AD,user138.ad,Active
AW0138,EMP0138,AWS,user138.aws,Active
OK0138,EMP0138,Okta,user138@corp.com,Active
SA0138,EMP0138,Salesforce,sf_user138,Active
AD0139,EMP0139,AD,user139.ad,Active
AW0139,EMP0139,AWS,user139.aws,Active
OK0139,EMP0139,Okta,user139@corp.com,Active
SA0139,EMP0139,Salesforce,sf_user139,Active
AD0140,EMP0140,AD,user140.ad,Active
AW0140,EMP0140,AWS,user140.aws,Active
OK0140,EMP0140,Okta,user140@corp.com,Active
SA0140,EMP0140,Salesforce,sf_user140,Active
